,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F13,F14,F15,F16,F17,F18,F19,F20,F21,F23,F24,F26,F28,F29,F30,F36,F38
EIF3CL,23.590755,22.639555,23.232407,23.501837,23.974344,22.184303,23.707762,23.43469,22.665342,23.579292,23.71224,23.153118,22.887272,23.652908,22.345928,21.1138,23.526175,22.950583,23.961489,21.646955,23.964766,23.530165,23.880419,22.71669,23.198126,22.859604,24.182,23.0887
ARL8B,22.724636,21.932167,23.465256,22.698168,23.91641,21.668764,22.224,23.375793,22.598799,21.455606,23.07018,23.247671,23.113073,22.577597,23.91566,21.981747,23.963528,22.731709,23.906511,21.667332,23.903101,24.102226,24.93582,23.725712,23.853662,24.3684,23.269857,23.70975
OSBP,22.349964,21.832056,22.18023,22.519787,22.361904,22.058752,22.139713,22.504494,21.906847,22.12952,22.412563,22.320787,21.819696,22.70141,21.930267,19.477959,22.00018,21.624487,22.36769,20.298176,21.753223,21.240395,21.95668,20.415346,21.63548,21.985273,21.793756,22.156677
SUPT16H,21.708284,19.25596,19.901594,19.887846,21.039667,20.607021,23.106237,23.588718,20.578968,22.896986,22.101728,21.642561,21.468077,22.634245,20.911278,21.009731,21.044765,20.309431,22.71815,21.580566,22.158197,20.571863,21.059227,18.800833,18.40655,16.371908,21.27705,19.929617
PSMA6,23.450146,23.252615,22.729204,23.496737,23.351622,23.118519,23.295525,23.664724,22.869984,23.056774,23.605322,22.793875,22.588118,22.920559,22.424685,22.380964,22.717665,23.90881,23.58319,23.186174,23.338541,20.889345,22.54077,22.55696,23.279554,22.419353,22.614716,23.130415
SMARCC2,23.126326,22.030245,21.93463,23.116812,23.166803,20.934172,22.86433,21.460007,21.65162,22.719368,22.109606,21.566269,21.526869,22.589495,20.240744,20.748482,21.70834,20.53742,22.155567,18.708736,23.48658,22.696238,22.608273,20.53685,21.537252,21.855188,22.703947,21.086868
RAC1,24.217901,24.76883,25.039442,24.423397,24.969372,23.530315,24.314941,24.000765,23.794716,23.872488,24.394775,24.503561,24.89944,24.494991,24.602663,23.439789,25.386463,25.275814,24.826506,23.90436,25.714718,25.163029,25.826105,25.554623,25.106426,25.665052,25.72674,25.943829
RBP1,22.529686,21.209963,22.725054,19.705572,22.810888,22.39364,20.952417,22.322556,21.146772,20.36653,22.025507,22.973534,22.371836,20.154236,22.180527,23.725136,22.177938,23.79684,22.868643,22.307318,23.604818,20.843828,22.992851,21.861204,20.604523,20.16594,21.847033,21.221937
GNG12,23.670774,25.872435,24.601305,24.419258,23.861708,24.75657,24.268547,23.336304,24.927305,24.516104,24.03672,23.035732,23.348562,22.838993,22.632635,24.761017,22.999405,21.462801,22.127714,20.942633,25.610416,25.73902,25.94261,25.89549,24.237556,24.811722,25.454176,25.345303
SIRT2,23.323114,20.840216,20.296352,20.87833,20.927036,20.891842,21.570005,23.009129,21.724699,21.7459,21.593546,21.100393,21.88612,21.658154,23.87723,20.66599,23.92368,20.073307,21.377855,17.940123,21.645805,22.743118,24.407604,23.875195,21.850033,24.466526,22.025011,23.637691
SMC3,21.330828,20.407885,21.1797,21.529839,19.006214,19.380259,20.539387,20.881,21.22641,21.08611,20.755653,22.186884,21.833437,22.27065,21.567814,19.637909,22.561361,20.982616,22.156803,19.969727,21.888828,21.248966,20.516,21.070301,19.281149,20.689135,21.989513,19.893042
MTCH2,23.658184,23.255524,22.851343,22.358704,23.82256,22.426516,23.31977,23.26493,23.182095,23.15385,23.411688,22.908127,22.909113,22.923399,22.622972,21.696764,23.80588,22.925608,23.373905,21.94525,22.875275,22.988901,23.196503,22.23393,22.92256,23.502682,23.680359,22.454014
CADM4,22.338642,24.931883,20.99965,22.598854,21.536999,25.104239,22.00337,22.120605,23.828838,21.866354,22.42598,21.354258,24.332554,21.949755,21.734577,23.09518,22.98896,20.983013,21.240088,19.625225,22.169653,20.21064,22.705519,24.045176,23.394627,22.364609,22.498312,23.118723
POFUT1,20.439993,21.38999,22.003439,20.674612,23.19001,20.20065,20.821814,21.945023,21.275434,20.59514,21.51941,22.26204,20.685041,21.292593,21.082558,18.741234,19.66685,20.025528,22.422693,19.225372,20.20925,18.654255,20.711733,19.035069,20.737005,20.565273,21.43451,20.600967
PNN,23.269533,23.331388,23.196388,23.74484,23.722801,20.851837,22.770382,20.832706,21.894764,23.162863,22.06494,22.994896,22.587786,23.442926,22.682718,21.182507,23.393797,21.742779,23.723879,19.661348,23.789253,23.336567,22.332533,21.936403,21.787699,22.045893,23.338669,21.655088
HACD3,23.039337,22.626646,22.818928,21.650322,22.912899,22.522488,22.94234,23.476074,23.388327,22.801313,23.619242,24.187351,24.0397,23.12148,23.377272,22.40236,24.3614,23.695375,24.800018,21.1855,23.520613,23.086103,24.10306,23.332834,22.768131,23.427488,24.040985,23.887516
DYNC1LI2,21.977198,22.30589,23.415466,23.234142,23.453524,22.441532,22.985687,23.68822,22.975422,23.0865,24.011185,24.307743,23.077997,23.201649,23.645683,21.749767,23.063917,22.385263,23.944548,19.398876,23.48373,22.51023,23.316132,22.538883,22.494297,22.800238,22.799038,23.290041
PSMA2,22.483654,22.498543,22.495525,22.457119,23.33065,22.54304,22.788382,23.561611,22.590122,22.832808,22.971249,22.416975,21.889519,22.289572,22.357372,21.021309,22.004648,22.588308,22.80724,22.051153,22.870056,21.362288,22.246008,21.60845,22.527357,22.122025,22.531975,22.66021
LANCL2,22.688969,20.112444,21.093567,21.147947,23.103266,21.343815,22.5507,20.519636,21.732916,22.557917,21.674128,22.085388,21.9568,23.131489,21.846947,20.1567,22.592373,21.456112,21.899944,22.719933,22.155056,20.720972,21.927822,21.980112,20.950943,22.719687,21.991032,23.30107
MYOF,23.129045,22.265776,21.224043,21.096731,21.291552,20.640036,19.308836,21.340107,21.61479,20.91222,20.804174,21.108088,21.737644,20.387323,21.639475,21.93624,21.54433,23.098759,20.945553,20.65152,22.42068,24.140076,22.93878,22.52993,22.413542,20.841558,21.664898,20.479
SUCLG2,23.027365,21.755423,22.650835,21.834282,23.049854,21.030777,22.42999,23.087862,22.605135,22.54874,23.388561,22.649923,22.170998,22.04969,22.12707,21.601858,21.946465,22.28397,23.307816,21.891405,22.582218,21.830044,21.598503,21.071682,21.909246,21.140194,22.718344,20.815638
CPE,25.803932,24.294386,23.67619,20.134,24.134586,23.155499,20.906364,23.3161,22.414043,20.398903,23.708729,20.001219,22.69471,21.157007,21.35673,20.19588,21.336504,15.370608,23.604004,16.702194,20.687103,20.165266,22.11544,21.380054,21.805233,23.281294,21.974754,23.72442
PLXNB1,21.16571,21.381313,20.323334,20.804241,19.59406,21.404549,21.287415,20.768879,22.26644,20.96758,21.288048,22.107347,21.939558,22.564844,22.02439,22.887644,22.547976,18.463438,21.551537,19.666006,19.768995,23.001165,23.562124,23.250689,22.865936,22.355366,21.119953,22.43764
HNRNPAB,23.45929,21.21366,22.46935,22.496359,22.413721,19.857565,21.731737,20.69578,19.526388,20.948824,20.667862,22.649946,20.461218,21.910942,21.314436,18.29082,21.904764,20.58882,21.59435,20.874487,22.56637,21.466703,21.219814,20.003279,20.244732,20.410374,22.022827,20.049175
TYMP,18.593374,23.223774,21.832876,21.480783,20.930233,23.566792,21.794312,23.514923,22.33654,22.163136,21.917923,21.477438,21.80665,21.509634,22.16117,19.110445,22.115557,24.60566,21.329466,24.614923,23.323887,24.05518,22.931757,23.906357,22.14505,22.887112,18.31015,22.575811
GSPT2,23.506508,23.798487,23.896278,23.863665,24.077482,23.451061,23.751223,23.516954,23.680801,23.72346,23.92664,23.70516,23.688326,23.747248,23.485144,22.545986,23.80046,23.76886,23.975769,22.703003,24.167566,23.51438,23.86882,23.46578,23.516983,23.656067,23.978102,23.706606
SMC1A,22.342524,22.180073,22.27562,22.527905,23.349516,21.265137,22.047834,22.127188,22.50698,22.506886,22.139053,22.355118,21.271769,22.42378,21.395153,19.7964,22.062515,21.674658,22.949743,20.04838,23.358902,21.141754,21.66909,21.517122,19.126175,21.540556,21.791193,19.298712
CPSF6,23.555197,23.430763,23.158861,24.743814,24.212908,22.96859,23.99182,22.567514,23.174164,24.037422,23.557531,23.232283,22.762957,23.6655,22.437489,20.405718,22.878164,20.88802,23.251554,19.385448,23.849686,23.057497,22.377392,22.38353,21.82192,22.452154,23.231173,22.299885
PICALM,21.240465,21.532333,21.9308,21.797247,22.3508,21.490818,21.834852,21.946241,22.739674,22.74631,22.58956,21.909033,20.867064,22.013035,20.847622,17.855366,20.815313,20.794176,21.454254,19.823397,23.00582,22.685944,22.046432,22.224463,21.831236,22.494398,22.447275,22.10187
USP9X,19.072863,22.015602,22.554827,22.875483,22.65932,21.54105,22.905153,22.527143,22.94361,23.131512,23.104969,22.86731,21.798803,22.839972,21.802649,19.09038,22.288754,22.356262,22.761745,18.057611,23.45621,22.743551,22.845892,22.433104,22.560684,23.270588,23.421373,23.498863
nan-6,19.027662,19.21791,19.880331,17.908937,20.658945,16.11313,18.26852,17.071539,17.43978,18.448376,18.581814,19.219715,17.405458,18.798992,19.23672,16.408922,20.66912,20.890427,18.046215,18.623386,19.313574,19.91165,19.995169,19.78435,20.034815,17.72885,18.527306,19.70487
GUK1,22.27581,24.141165,23.962622,23.880096,22.668087,24.032001,24.612535,22.398026,23.802801,24.596216,22.89976,23.460339,24.05292,25.226192,24.535545,23.64175,22.157253,24.061872,23.070107,22.551813,23.555037,22.155678,22.486265,23.008053,22.5569,23.863934,23.638254,23.078346
RPS28,25.256372,26.059437,25.431583,25.424698,24.968624,26.974022,25.842367,25.294819,25.78569,25.592936,25.79054,25.074663,25.853317,24.988094,24.45193,25.449354,24.967012,25.621717,25.55586,24.940546,25.083958,24.528818,24.599218,23.402462,24.116796,23.381046,24.548826,24.083124
BCLAF1,22.868689,22.085806,23.388033,23.423233,23.808167,21.159367,22.25896,22.100826,22.102703,23.072771,22.339457,22.22184,20.884613,22.210434,21.398058,19.077482,21.68247,18.81219,22.11146,15.571922,23.609612,22.824127,21.99156,21.316103,21.344843,21.403416,23.28856,21.671198
TOP2B,22.440226,21.672108,21.286207,22.764381,22.184872,21.247051,23.504358,21.721207,21.89586,22.882057,21.74253,22.020096,22.132465,23.01153,21.133308,19.719568,22.144003,21.318645,23.00206,20.283789,21.845984,21.263336,21.360605,19.312874,20.5024,20.462366,22.196075,20.107813
DFNA5,23.383339,23.89582,23.202923,22.429947,22.007483,24.01285,22.890266,21.702993,23.74933,23.07275,22.949966,23.017763,22.835564,23.28356,21.997772,22.380165,22.135408,23.20042,20.740534,18.612045,23.077398,21.466864,21.09782,21.736473,22.374525,21.222958,21.875343,21.437603
GSTM1,19.025045,18.500917,21.887589,20.375038,20.290298,18.95221,19.692251,21.286818,16.06747,19.83132,22.249392,19.619562,18.174828,18.483324,19.136911,18.168997,19.51919,19.577827,22.356455,18.9858,22.11402,19.431864,21.376637,18.365013,22.778011,22.93396,18.013973,17.115683
PDXK,21.36177,22.9531,23.372837,23.384315,23.81169,23.45877,23.50358,23.622335,23.719305,23.411646,23.486475,22.671228,23.37638,23.365057,22.58234,23.49142,22.36308,24.168465,23.536991,22.39592,23.925451,23.223618,23.261818,23.998318,23.0956,24.155056,23.097202,24.519173
MAT2A,22.948683,23.865974,23.08008,24.319944,23.960855,23.442368,23.722248,23.101479,23.786734,23.179993,23.187447,22.847673,24.213364,23.643328,22.015432,22.53677,23.126625,23.784262,23.229616,22.623817,23.34866,21.949749,22.268187,22.726337,22.826904,22.655714,23.218914,23.41031
TAGLN3,21.899065,21.339722,21.329483,20.397167,18.605207,18.930407,16.468536,18.882847,19.16808,16.42888,16.349466,19.428835,18.622223,17.177565,18.158016,19.577879,21.26135,17.553753,15.908706,18.734129,22.532312,22.296423,24.881582,23.533134,21.115791,25.408098,22.52391,26.31449
PSMA5,23.63879,24.173447,24.150808,24.202528,24.192562,24.691814,24.192379,24.739788,24.350948,24.2703,24.7092,24.270956,24.25619,24.348995,23.536623,24.11389,23.903778,24.82664,24.529348,23.820503,24.56569,22.810051,23.729362,23.65954,23.961155,23.84735,23.924173,23.901834
RPS9,25.912794,25.19692,25.384811,25.105898,24.987797,24.479263,25.264088,24.836945,24.791962,25.122498,24.696272,25.364115,25.04018,25.397911,24.825365,23.46968,25.749224,26.247374,25.526634,24.843987,25.747707,25.534645,25.646055,24.449419,24.926237,24.596853,26.492725,24.678408
SUN2,20.722254,21.150232,19.911745,22.802818,23.631838,19.873217,21.309517,22.377506,21.41502,21.666403,21.497648,19.62506,19.481274,20.609589,19.962204,19.912874,19.462881,19.741613,21.32269,19.512413,22.899433,21.832548,20.629372,21.5664,20.37476,20.990446,22.362486,20.04624
PLP1,26.678223,20.9267,19.772633,21.729347,24.253359,19.845835,21.060411,20.662907,20.269585,20.26728,19.644846,19.4767,22.038021,20.766768,28.190804,19.584217,26.60959,22.327791,21.73819,21.768097,19.547817,26.491886,28.434744,28.06647,21.474998,28.31771,24.940254,27.29793
ARF5,20.416023,20.20402,21.017717,20.479225,20.45295,18.354559,19.782024,19.476334,19.77476,19.905544,20.020851,21.378586,21.50276,21.14881,20.903961,20.247587,21.669207,21.156397,20.75959,19.105722,21.912607,18.279757,21.164001,17.439344,20.409296,21.559917,21.128073,21.555918
SRSF3,26.110403,25.45217,25.304796,26.582502,25.794498,25.115923,25.805803,25.721426,24.827414,25.770685,25.086514,24.554659,24.815472,25.305464,23.935312,21.645906,22.123,24.158598,24.669239,23.148361,25.271116,23.997278,24.132088,23.029821,23.304651,23.536549,24.579124,23.961147
HSPA4L,21.00175,22.32886,21.56824,21.499376,20.88886,23.467262,22.952524,22.561178,22.60276,22.849503,21.943115,22.350903,22.10125,21.875278,21.790617,20.572302,22.09231,21.204794,21.672556,19.72201,22.591505,20.83684,21.510973,21.190554,22.132784,22.11761,21.557829,22.769712
ACAT2,21.42458,23.0792,23.611012,22.829592,22.956675,23.095594,22.824678,22.907663,23.43298,22.467443,22.869152,23.05847,22.785746,22.580223,22.168724,22.324282,22.057081,21.530333,22.28584,18.05759,23.880295,21.883224,21.97609,22.53638,21.742292,22.793455,23.621447,22.689295
ARF4,22.753525,22.683058,23.157425,23.337608,23.99286,22.978409,23.978306,22.82848,23.864494,24.065262,24.14021,24.707638,23.755184,24.654778,24.070234,22.591745,24.535473,24.423351,24.437485,23.440432,24.298992,24.134056,24.068825,23.628933,23.650589,23.58502,24.470037,23.438534
H2AFZ,26.141281,24.77793,25.810339,25.166729,25.889051,25.099237,26.02037,25.638672,25.500584,25.669155,25.47727,25.842684,25.886871,25.779053,25.592016,24.028797,26.289673,25.316187,26.693949,24.420435,25.219141,24.671621,24.617798,23.208193,23.60233,23.990574,25.560162,23.505236
KARS,23.267136,23.084713,24.052662,24.128502,24.460445,21.465229,24.163847,24.112751,23.206545,23.96872,24.291645,23.518473,23.089956,24.373995,23.033346,21.536358,23.455858,24.607788,24.093655,22.436043,23.220919,23.003128,23.029932,22.405529,22.997566,23.712124,23.41382,22.74469
BAG3,21.470291,22.52733,22.259958,21.150848,22.741262,20.524181,19.529469,20.412,21.320358,21.369032,22.218449,22.126175,21.431156,20.946352,22.216774,22.3145,22.06426,21.362946,21.772629,20.34752,21.412786,22.145874,23.162125,23.7153,20.715948,22.922127,22.415117,23.135796
NUDT21,23.95337,22.683407,23.957941,23.069344,23.280312,22.699802,23.221811,23.046074,22.357122,23.06248,23.038626,23.214472,22.021118,23.408525,22.70537,20.711287,23.031948,22.066235,23.212252,20.637716,23.794167,22.136417,22.853601,22.364744,22.311262,22.721527,23.958517,23.010931
CRIP2,22.343771,22.899622,23.28555,23.685486,23.469353,22.934515,23.479443,23.521088,22.767467,23.462448,23.4993,23.722952,23.07783,23.507303,21.833117,22.801798,23.137587,22.497429,23.596022,21.496298,23.451681,21.791636,23.440626,22.243763,22.625708,22.212992,22.059727,23.493511
DFFA,21.370438,23.076721,23.054674,23.557709,23.417107,22.692831,23.531765,22.911554,22.767939,23.297682,23.137934,23.573854,23.207329,23.939651,22.93512,21.800781,23.372087,21.222284,23.750595,20.398985,23.033716,21.253353,21.27409,21.885225,22.249414,23.061577,21.70512,21.684744
CAP2,18.609947,23.339502,21.606745,22.793211,21.331133,22.327263,21.680628,19.682129,21.942411,21.372152,20.86172,22.83903,23.497236,22.910234,21.954725,20.96592,23.320845,21.755693,22.90435,21.222368,22.66791,22.220259,22.511507,22.59476,23.1838,23.73761,22.594591,24.130314
LCP1,22.04049,21.966022,21.436832,20.210697,23.844183,21.973497,21.963549,19.583666,21.497097,20.6218,21.583242,21.621239,22.662186,20.94335,22.639896,21.73806,22.15446,23.804556,21.380299,22.067902,22.123125,22.78435,22.257017,22.32835,22.403265,22.155813,20.51233,21.622303
GDA,19.708893,19.92007,19.168951,21.448326,20.11327,19.217041,19.417618,21.786,18.769411,19.453875,19.641972,20.96481,19.527565,17.86782,20.173477,24.082409,21.973537,18.345224,20.19658,21.88355,17.117441,18.651106,19.943995,21.845673,21.73054,23.7486,16.986286,23.936037
MTDH,19.36912,20.653948,20.731083,21.530561,20.955727,20.151592,21.253668,20.293737,21.387753,21.232445,21.969618,22.383831,22.101624,21.636768,21.33897,19.677088,22.49118,22.900461,23.12621,21.679075,21.693151,22.0526,21.959314,20.274761,20.251963,22.45452,21.067581,22.002527
UBQLN1,22.076645,23.670185,22.398693,24.14259,23.091425,23.540825,23.142498,22.526255,23.050167,23.291834,22.989853,22.114016,22.467056,23.045872,21.97673,21.291172,21.916891,21.537823,22.018278,20.081226,22.818716,21.947971,22.006395,21.810112,21.794085,22.38367,22.181402,22.619808
PRKAR2B,20.920517,20.065165,19.06649,20.335634,20.485565,18.64952,18.86023,19.322914,19.251207,18.42381,20.615812,19.221298,19.58757,18.82007,21.157698,20.005112,21.17099,21.146437,17.694565,21.231718,21.67714,21.276386,21.976593,21.531706,19.828905,22.213024,22.687067,23.673853
RAB10,24.114573,24.530195,24.530558,24.126415,24.760689,23.445454,23.158815,23.115694,23.901249,23.575953,23.993979,23.577114,23.919474,23.298346,23.712488,22.005405,24.569746,23.541077,24.204338,22.354462,25.246483,25.04591,25.4149,24.910969,24.262783,24.256512,25.429832,25.373627
TRIO,21.750616,21.012997,22.183643,23.679144,21.534542,19.539276,23.168459,20.999386,20.810865,23.275463,21.361881,21.02219,21.52923,22.595564,19.70902,19.88363,21.934517,22.358603,22.240854,20.909023,20.72542,19.346626,21.494242,20.247435,21.745659,21.479822,21.8157,21.32745
SH3GLB1,22.192905,22.449839,23.107569,22.111776,23.0774,22.11287,22.911936,21.55849,23.221977,22.848124,22.711378,22.501888,22.848331,22.575855,22.754307,21.115793,22.75415,22.49872,23.237371,19.82609,23.211824,23.253826,23.80628,22.86429,23.235933,23.870972,23.744646,23.838453
NOVA2,20.418993,22.749355,22.79118,23.298477,22.689579,21.93688,22.121048,20.803074,22.173182,22.655272,21.773924,22.04857,21.390377,21.976158,21.324112,19.852308,20.968996,20.66218,21.252005,18.550854,23.387028,21.697792,21.912733,21.79052,22.351759,21.257315,22.12756,21.782875
ERO1L,20.856253,20.947008,22.218172,20.269678,18.39633,21.510704,20.969109,22.796879,21.111929,20.44916,21.120272,23.3487,22.331549,21.944044,23.689543,21.447931,22.892958,23.5985,22.789791,21.369017,22.2217,21.971369,22.505314,21.885897,21.644316,23.08704,21.695147,23.168865
